License No,Store Name,Store Address,Town Name,Location
299AGt092013,Abeer Pharmacy,762-G Q-Block Flates Model Town Lahore,GULBERG TOWN,"31.471597340745387,74.33001539849985"
300AGt92013,Sufzan Majeed Pharmacy,98-Allama Iqbal Road Garhi Shahu Lahore,GULBERG TOWN,"31.558421052130505,74.35170339847141"
5352002911,Usman Haider Medical Store,130-Nawaz Sharif Colony Ferozepur Road Lahore,GULBERG TOWN,"31.477464,74.342522"
53702911,Ahmed Pharmacy,Shop No. 52 Street No.34 main Bazar Canal Park Gulberg Lahore,GULBERG TOWN,"31.525373714040885,74.34407774973658"
303AGt092013,SAB pharmacy,Shop No.3 Askari Housing Society Waltan Kalma Chowk Gulderg Lahore,GULBERG TOWN,"31.499577938854415,74.33760229473707"
306AGT2013,Lahore Pharma Plus,8-Anad Road Upper Mall Lahore,GULBERG TOWN,"31.542658803941524,74.35773843695945"
6232002911,New Age Chemist,37-Allama Iqbal Road Ghari Shahu Lahore,GULBERG TOWN,"31.56374270768845,74.3456499768305"
20052004911,Ittefaq Medical Store,14-Feroze Street Ghari Shhu Lahore,GULBERG TOWN,"31.56331426540425,74.34997426792654"
707b79911,Baba Farid Medical Centre,Main Bazar Jeevan hana Garden Town Lahore,GULBERG TOWN,"31.503665218228637,74.32145256402328"
307AGt2013,Drug Mart Pharmacy,Shop No. 1&amp;2 ground Floor Ch. Iqbal Plaza Plot No. 753 Block-L FaisalTown Lahore.,GULBERG TOWN,"31.4750227,74.3017435"
309AGT092013,Kaleem Ullah &amp; Company,131-Tipu Block Garden Town Lahore,GULBERG TOWN,"34.0283727,71.5351469"
274AGT92013A,Ammar Pharmacy,8 Jail Road Main Gulberg Lahore,GULBERG TOWN,"31.5350772,74.3420168"
279504911,Amjad Medical Store,Main Bazar Liaqatabad Kot Lakhpat Lahore,GULBERG TOWN,"31.4645628279373,74.33216892515526"
429706911,Rana Medical Store,28-Feroze Street Ghari Shahu Lahore,GULBERG TOWN,"31.563462711368246,74.3488336534833"
34612005911,Bismillah Medical Store,Main Wazir AliRoad Basti Saidan Shah Upper Mall Lahore,GULBERG TOWN,"31.54154746508079,74.35832432763611"
31102004911,Sarwat Medical,Store 2-Tariq Block New Garden Town Lahore,GULBERG TOWN,"31.494858717440803,74.31237308838719"
308AGT092013,Shifa Pharmacy,1-B Model Town Lahore,GULBERG TOWN,"31.4874747,74.3307382"
181303911,Imran Medical Store,Shop No.114 Main Bazar Liaqatabadm Lahore,GULBERG TOWN,"31.467015952340024,74.33240821494498"
273AGT92012A,Uni Med,109-D Ghari Shahu near Ahmed Masjid wali gali Lahore,GULBERG TOWN,"31.55837933716121,74.353789597608"
3520021011,Siddique Sons International,24-Circular Road lahore,DATA GANJ BUKHSH TOWN,"31.5745866,74.3156832"
195AGT092012,Rasikh Medical Store,Street No.1 E-Block Makka Colony Gulberglll Lahore,GULBERG TOWN,"31.5019321,74.3532328"
312AAIT092011,7-Seas Pharmacy,181 Bank Square Market Model Town Lahore,GULBERG TOWN,"31.48891903386434,74.32656074732532"
316AGT092013,S.T.N. Pharmacy,15/31 M-Block Model Town Extension Main Road Faisal Town Lahore,GULBERG TOWN,"31.480933334165677,74.30806484164167"
11452003911,Ahmed Medical Store,Street No.10-D Main Bazar Macca Colony Gulberg Lahore,GULBERG TOWN,"31.4979325,74.3581655"
295004911,Naeem Medicose,Main Bazar Canal Park Gulberg Lahore,GULBERG TOWN,"31.526494550161775,74.34354845306318"
77AGT092010,Fazal Din's Pharma Plus,inside Shalimar Hospital Shalimar Link Road Mughalpura Lahore,GULBERG TOWN,"31.574524296763645,74.38085013865829"
296604911,Zain Medical store,Sanda Road Last Bus Stop Lahore,DATA GANJ BUKHSH TOWN,"31.560116779097402,74.27852860672976"
267BSmnd102013,Ittefaq Medical Store,43-D Gulshan Ravi Scheme Malik Munir Road Lahore.,DATA GANJ BUKHSH TOWN,"31.55411734468404,74.2889267192827"
214020049,Khalid Medical and General Store,Sham Nagar Road Ganda Engine Lahore,DATA GANJ BUKHSH TOWN,"31.554599032945408,74.29311755065766"
46832007911,Ali Medical and General store,3-96 R Court Street Lahore.,DATA GANJ BUKHSH TOWN,"31.57095303620152,74.30368071117081"
68ANT911,New Pharma Linkers,Abdul Rehman Medicine Market Basement 193-Circular Road Lahore,DATA GANJ BUKHSH TOWN,"31.576461,74.3135625"
21ASmnd099,Medi Link Pharmacy,47-Block-D Malik Munir Road Gulshan Ravi Lahore.,DATA GANJ BUKHSH TOWN,"31.554071798016423,74.28862847877063"
376ADGBT092013,Sajjad Medicare (Pharmacy),11-Rattan Chand Road opp Mayo Hodpital Lahore.,DATA GANJ BUKHSH TOWN,"31.571303984355502,74.31861138162806"
371BDGBT102013,Danyal Medical Store,416 Shah Jamal Lahore,DATA GANJ BUKHSH TOWN,"31.529358019479407,74.3271603035909"
212904911,Abid Medical and General Store,266-LDA Plot Kachi Abadi Shah Jamal Lahore,DATA GANJ BUKHSH TOWN,"31.528681810246763,74.32469771813665"
98ASMND92010,Al-Qamar Distributors,14-Ashrafia PARK KHASRA No. 4957 Ferozpur Road Lahore,DATA GANJ BUKHSH TOWN,"31.523809829328872,74.32675339071788"
2210041011,Al-Sayed Medicine Co.,Shop No. 7 Abdul Rehman Market Circular Road Anarkali lahore.,DATA GANJ BUKHSH TOWN,"31.5760272,74.3130114"
105ART92012,New Iqbal pharmacy,WVI-1-s-42/b-1 Amer Road Mohni Road Lahore.,DATA GANJ BUKHSH TOWN,"31.58300626025098,74.29857293030427"
261ASmnd92012,Muhammad abdul Naeem Khan s/o Muhammad Abdul Waheed,,DATA GANJ BUKHSH TOWN,"31.55454567080297,74.29150255845771"
370ADGBT092013,Shama Pharmacy,S-86-R-9 Ferozpur Road Lahore.,DATA GANJ BUKHSH TOWN,"31.54536135678243,74.31653603953372"
389BDGBT102013,Nauman Medical Store,Shop No. 12 Street No. 17 Main Bazar Nasir Park Bilal Guanj Lahore.,DATA GANJ BUKHSH TOWN,"31.5824421,74.2931416"
393ADGBT092013,Butt Pharmacy,Chah Jamuwala Kasurpura Ravi Road Lahore.,DATA GANJ BUKHSH TOWN,"31.594313435868248,74.29812176829972"
450A092012,Asif Pharmacy,Maraka Loharan Wala Khon 26-KM Multan Road Lahore,ALLAMA IQBAL TOWN,"31.38344437429925,74.14912175909706"
380ADGBT092013,Quality Care Pharmacy,Shop No. 2 Al-Karam Manzil 9-A Kacha Ravi Road lahore.,DATA GANJ BUKHSH TOWN,"31.58799412480763,74.30546657323184"
390ADGBT092013,Akram Brothers,89-D Jail Road Lahore.,DATA GANJ BUKHSH TOWN,"31.5380284,74.337257"
283Acantt0913,(+) Medicine,Main ghazi road,CANTT,"31.475955062632714,74.34274152050135"
385ADGBT102013,Amin Medical Store,near Asad Jewelers Out Fall Road Sabir Piya Darbar Sanat Nagar Lahore.,DATA GANJ BUKHSH TOWN,"31.570014865396455,74.28951712905099"
387ADGBT092013,H. Fazal din Pharmacy,Shop No. 2 303-Ravi Road pposite Lady Willingdon Hospital Lahore.,DATA GANJ BUKHSH TOWN,"31.587328,74.3069424"
451B102012,Azeem Medical Store,Main Bazaar Chung Multan Road Lahore,ALLAMA IQBAL TOWN,"31.429114559072502,74.17626560946225"
379ADGBT092013,Shahzad Medicine Company,Shop No. 13 Imam Din Medicine Market near Lohari Police Station Lahore.,DATA GANJ BUKHSH TOWN,"31.5764862,74.3125037"
472B102013,Ishaq Medical Store,Adda Mal Sundar Road Raiwind Lahore,ALLAMA IQBAL TOWN,"31.30953387989638,74.1637660589843"
462A092013,Pacific Pharmaceuticals Ltd,29th Km Multan Road Lahore,ALLAMA IQBAL TOWN,"31.356437135721237,74.13523987129436"
455A092013,Medicine Corner,Inside Zanbia Hospital Near Mansoora Multan Road Lahore,ALLAMA IQBAL TOWN,"31.490889526291408,74.26317422207099"
467A092013,Punjab Medical Store,20-A West Wood Colony Thokar Niaz Baig Lahore,ALLAMA IQBAL TOWN,"31.46699459848255,74.2371704572962"
479A092013,M.A Pharmacy,Gill Chowk Jhugian Nagra Opp Sabzazar B-Block Multan Road Lahore,ALLAMA IQBAL TOWN,"31.5252092,74.2708145"
459B102013,Green Pharmacy (Medical Store),"Shop No.2,Khasra No.939 Allah Bukhsh Road College Road Butt Chowk Township,Lahore",ALLAMA IQBAL TOWN,"31.443415198378624,74.29245964945007"
480B102013,Rayan Medical Store,Near Darbar Baba Bholay Shah Adalat Shah Road Chung Multan Road Lhr,ALLAMA IQBAL TOWN,"31.425242228157156,74.17069249640801"
471A092013,Smile Pharmacy,Near Mansoora Hospital Multan Road Lahore,ALLAMA IQBAL TOWN,"31.491568232232915,74.26223951411608"
465B102013,Asif Medical Store,Shadab Colony Main Bazaar Chung Multan Road Lahore,ALLAMA IQBAL TOWN,"31.42670275834454,74.17104345484174"
476A092013,Shafa Medicine Company,164-Gosha Ahbab Phase –III NearMansoora Multan Chungi Lahore,ALLAMA IQBAL TOWN,"31.49138446681079,74.26248126422594"
470A092013,Medibon Pharmaceuticals,270-M Johar Town Lahore,ALLAMA IQBAL TOWN,"31.469391832225607,74.27581816593973"
457A092013,Ali Medical Store,Jhugian Shahab Din Near Darbar Shahzada Peer Bund Road Lahore,ALLAMA IQBAL TOWN,"31.529522510527784,74.27477610877209"
458A092013,JS Enterprises,"H.No.203 Block No.3,B-I Quaid-e-Azam Town Township Lahore",ALLAMA IQBAL TOWN,"31.456334858964016,74.31326473194783"
461A092013,F.K Pharma,358-1 Ground Floor J-2 Johar Town Lahore,ALLAMA IQBAL TOWN,"31.46814651334873,74.25526461525433"
468A092013,Medicare Pharmacy &amp; General Store,Mian Jan Muhammad Road Kachi Kothi Raiwind Road Lahore,ALLAMA IQBAL TOWN,"31.4486178152547,74.2522739573594"
460A092013,Green’s Medicine Company,279-6-B-I Township Lahore,ALLAMA IQBAL TOWN,"31.458396948813352,74.31088784477515"
456B102013,K.B.M Medicine Agency,489-J-3 Johar Town Lahore,ALLAMA IQBAL TOWN,"31.466806646181546,74.25360381561258"
454B102013,Mubarram Medical Store,"Shop No.1,Waris Colony Stop Main Wahdat Road Near Multan Chungi Lahore.",ALLAMA IQBAL TOWN,"31.496281962296315,74.26611180768873"
481A092013,Raheel Medicine Point,"Hajvery Chowk Near Mehboob Park Block-A, Sabzazar Multan Road Lahore",ALLAMA IQBAL TOWN,"31.51838804527991,74.27254251042639"
484A092013,Raiwind Pharmacy,Opp Tableghi Markaz Raiwind Lahore,ALLAMA IQBAL TOWN,"31.254229964396757,74.2235654813326"
492B102013,Al-Qayyum Medical Store,"103-A,Revenue Society Johar Town Lahore",ALLAMA IQBAL TOWN,"31.45497596974556,74.28165983683907"
513B102013,Salman Medical Store,207-I-B-II Township Lahore,ALLAMA IQBAL TOWN,"31.45821907691529,74.30307245735929"
504A092013,Al-Hayat Pharmacy,11-G-II Wapda Town Lahore,ALLAMA IQBAL TOWN,"31.438270834483383,74.2870028372568"
514B102013,Chughtai Medicose,Main Stop Hanjarwal Multan Road Lahore,ALLAMA IQBAL TOWN,"31.486048023254508,74.25720684032943"
490A092013,Pharmacy Shoukat Khanam Cancer Hospital,7-A Block R-3 M.A Johar Town Lahore,ALLAMA IQBAL TOWN,"31.447907785292262,74.27001170162697"
500A092013,Nasrullah Medix,104-A RECHS Johar Town Lahore,ALLAMA IQBAL TOWN,"31.455123365581642,74.28184813485419"
505B102013,Rehan Medical Store,Shop No.1&amp;2 Main Bazaar Kot Kamboh Near Jamia Masjid Bund Road Lahore,ALLAMA IQBAL TOWN,"31.532676260289875,74.27026941725698"
512A092013,Al-Arab Pharmacy,266/16 Sector B-I College Road Township Lahore,ALLAMA IQBAL TOWN,"31.46273890912755,74.3070942052919"
509B102013,Al-Noor Medical Store,Inside Al-Noor Hospital 7-B/3 Awan Town Multan Road Lahore,ALLAMA IQBAL TOWN,"31.50372310370124,74.26589023182224"
507A092013,Asghar Pharmacy,444-D-II-I Township Lahore,ALLAMA IQBAL TOWN,"31.454981610389,74.30894487208343"
487A092013,Al-Shifa Pharmacy,117-Block-P Makkah Chowk Sabzazar Lahore,ALLAMA IQBAL TOWN,"31.515025841780236,74.26212057769601"
483A092013,Shah Ali Pharmacy ( The Medicine Super Store),"Shop No.2,Main Chowk Jamal Colony Hanjarwal Multan Road Lahore",ALLAMA IQBAL TOWN,"31.486533415536183,74.2523123788442"
486A092013,S.L.Rehman Pharma,06-Kamran Park Near Mansoora Multan Road Lahore,ALLAMA IQBAL TOWN,"31.49150687902954,74.26236265421922"
496A092013,Meditron Medical System,369-E Johar Town Lahore,ALLAMA IQBAL TOWN,"31.470585987992703,74.2914639297426"
530B102013,Malik Medical Store,"Shop No.17, Railway Colony Near Maqbool Wali Masjid Raiwind Lahore",ALLAMA IQBAL TOWN,"31.252155332201752,74.21768884771026"
543B102013,Sohaib Medical Store,"Shop No.7,Hanif Market Adda Mohlanwal Multan Road Lahore",ALLAMA IQBAL TOWN,"31.4032554,74.1580257"
521A092013,Maitla Pharmacy,"Shop No.2,Liaqat Chowk Jamil Town Sabzazar Multan Road Lahore",ALLAMA IQBAL TOWN,"31.52049640576647,74.27016128425701"
519B102013,Hafiz Care Medical Store,Near Gourment Bakers Main Multan Road Chung Lahore,ALLAMA IQBAL TOWN,"31.426494614637505,74.1772332692859"
538B102013,Naseem Medical Store,106-Main Bilal Colony Dholanwal Multan Road Lahore,ALLAMA IQBAL TOWN,"31.5281406804275,74.27769870178791"
517A092013,Al-Chemist Pharmacy,"Plot No.2,Block M.A Johar Town Lahore",ALLAMA IQBAL TOWN,"31.469834150295604,74.27327957294584"
541B102013,New National Medical Store,78-Hajvery Town Chowk Farooq-e-Azam Peco Road Awan Town Lahore,ALLAMA IQBAL TOWN,"31.499785850881537,74.26244761693249"
536B102013,Saad Medical Store,Jalal ParkBarkat Chowk Peco Road Multan Road Lahore,ALLAMA IQBAL TOWN,"31.499846253948554,74.25114222385379"
516A092013,Ali Pharmacy,Liaqat Chowk Sabzazar Jameel Town Lahore,ALLAMA IQBAL TOWN,"31.520460336206686,74.27045991078384"
545B102013,Pharma Mount Medciine,H.No.603/F-II Johar Town Lahore,ALLAMA IQBAL TOWN,"31.46716750126929,74.2856324196484"
542A092013,Hospital Pharmacy (Medical Store),639-A-I Haider Road Township Lahore,ALLAMA IQBAL TOWN,"31.454740947527956,74.31847006282658"
523A092013,Umer Raza Pharmacy,Hajvery Chowk Multran Road Lahore,ALLAMA IQBAL TOWN,"31.500623207989772,74.26225744945741"
518A092013,Imperial Pharmacy,117-Fazal Block Ittefaq Town Lahore,ALLAMA IQBAL TOWN,"31.492728347444064,74.25331968001248"
540A092013,Al-Madina Pharmacy,Shop No.1&amp;2 29 Rasheed Park Sabzazar Lahore,ALLAMA IQBAL TOWN,"31.5251243,74.2814549"
539A092013,Ali Pharma Plus,Shop No.6&amp;7 Ground Floor Liaqat Plaza 127-Civic Centre Sabzazar Scheme Lahore,ALLAMA IQBAL TOWN,"31.520224257083306,74.26918263514652"
537A092013,Rainbow Cash &amp; Carry,Main West Canal Bank Road Near EME Housing Society Lahore,ALLAMA IQBAL TOWN,"31.455584010774565,74.21985397311668"
531B102013,Gulshan Medicose,59-G Sabzazar Scheme Lahore,ALLAMA IQBAL TOWN,"31.526225229081078,74.26390224168274"
524A092013,Muhammad Pharmacy,22-L JOhar Town Lahore,ALLAMA IQBAL TOWN,"31.468840534234275,74.26954891550648"
532A092013,Agility Logistics Pvt Ltd,26-KM Maraka Multan Road Lahore,ALLAMA IQBAL TOWN,"31.392964367569324,74.15138553673893"
533A092013,Rehman Medical Store,469-II Sector B-II Township Lahore,ALLAMA IQBAL TOWN,"31.456245452644968,74.309443203015"
522A092013,Al-Falah Medical Store,12-Anwar Market Peco Road Multan Road Lahore,ALLAMA IQBAL TOWN,"31.499781200093114,74.26013130240317"
548B102013,Umer Medical Store,Near Absar Hospital Main Bazaar Said Pur Multan Road Lahore,ALLAMA IQBAL TOWN,"31.51828382474941,74.2758518789456"
556A092013,Geo Pharmacy,"Shop No.417, Block-6 Sector B-I Main Madina Road Township Lahore",ALLAMA IQBAL TOWN,"31.457389632817247,74.30761839068396"
555A092013,Adcok Pharmaceutical,"Shop No.18, Aman Business Centre Plot No. 305/12 Block H Johar Town Lahore",ALLAMA IQBAL TOWN,"31.47092120923044,74.2600781985934"
551A092013,Punjab Medical Services,169-B Basement BOR Society Johar Town Lahore,ALLAMA IQBAL TOWN,"31.475538608880914,74.29883180261713"
559B102013,Sidra Medical Store,"Shop No.2,Main Bazaar Shadab Colony Chung Multan Road Lahore",ALLAMA IQBAL TOWN,"31.42692013805879,74.17305228929891"
304AGT092013,Medi Click Pharmacy,170/C Bank Square Market Model Town Lahore,GULBERG TOWN,"31.48904493434594,74.32575652182825"
478B102013,Mazhar Medical &amp; General Store,697-M Block Sabzazar Scheme Lahore,ALLAMA IQBAL TOWN,"31.516242516158837,74.26078248282506"
488A092013,Ali Pharma Plus,Shop No.6 &amp; 7 Liaqat Plaza Sabazazar Scheme Lahore,ALLAMA IQBAL TOWN,"31.52027332047595,74.26910034910804"
312AGT092013,Rehman Pharmacy,201-ER Q-Block Model Town Lahore,GULBERG TOWN,"31.47414439607773,74.33373118823137"
97B102010,Amys Departmental &amp; Medical Store,130-N Samanabad Bohar Wala Chowk Lahore,SAMNABAD TOWN,"31.536868020028948,74.30556021455861"
150A092011,Demedica The Pharmacy,697-Umer Block Allama Iqbal Town Lahore,SAMNABAD TOWN,"31.50671246518782,74.28066815144685"
466A092013,Lowitt Pharma Marketing,"H.No.262 Block-H-3 Street No.8, Johar Town Lahore",ALLAMA IQBAL TOWN,"31.472631779367063,74.25993326520475"
553A092013,Concept Pharma,4-A Bara Plaza 1st Floor Multan Road Hanjarwal Lahore,ALLAMA IQBAL TOWN,"31.48474313845775,74.25577367149991"
557A092013,Green Plus Pharmacy,"Shop No.11,Al-Madina Road Near Barkat Chowk Township Lahore",ALLAMA IQBAL TOWN,"31.45764930802844,74.30778082261908"
558A092013,Oriel Pharma,503-E Johar Town Lahore,ALLAMA IQBAL TOWN,"31.467837982705603,74.29244602651961"
,,,,"31.484964,74.3670891"
310004911,"M/S Wajahat Medical Store,","1-Beadon Road, Lahore.",DATA GANJ BUKHSH TOWN,"31.56208570700879,74.32013597079903"
124A092012,Sheraz Pharmacy,Miraj Park Begum Kot Shahdara Lahore,RAVI TOWN,"31.611206931214806,74.26323110105959"
535A092013,Faizyab Pharmacy (Franchise Of Fazal Din’s Pharma Plus),6-B/2 PECHS Lahore,ALLAMA IQBAL TOWN,"31.439585067035303,74.28380820296266"
266A092013,Slim Fit Pharmaceuticals Division,101-B New Muslim Town Lahore,SAMNABAD TOWN,"31.52014541630618,74.3209213948041"
281B102013,M.H Medicose,Inside Muslim Hospital Abu Bakar Road Haji Park Nawan Kot Sodiwal Multan Road Lahore,SAMNABAD TOWN,"31.53738797695499,74.27098718153908"
354A092012,Abid Pharmacy and General Store,"Shop No.10,Kashmir Manzil 91-Yasrab Colony Chowk Yateem Khana Lahore",ALLAMA IQBAL TOWN,"31.530801125849806,74.28397605772118"
322B102012,Nafees Medicose,Jamil Town Sabzazar Scheme Lahore,ALLAMA IQBAL TOWN,"31.520139829790676,74.27104988058915"
388A092012,Madina Medical Store,R-Block Maragzar Colony Niaz Baig Thokhar Lahore,ALLAMA IQBAL TOWN,"31.500193312053813,74.25170873238977"
153A092010,Pharmax Pharmacy,6-I-B-I Commercial Market Canal View Lahore,ALLAMA IQBAL TOWN,"31.479662415622236,74.25480117615523"
156AST102013,Family Pharmacy,"Quarter no. 22, street no. 05, Bhogiwal Road Baghbanpura Lahore",SHALAMAR TOWN,"31.583981935566904,74.35864798852378"
85ANT92011,M/s Butt Brothers,"115/3, Kacha Jail Road, Behind Nasir Package, Kot Lakhpat, Lahore",NISHTAR TOWN,"31.45314591274211,74.34000961341587"
192ANT92013,M/S Ihsan Medical and General Store,"Kacha Jail Road, Chungi Amer Sidhu, Lahore",NISHTAR TOWN,"31.407388972693884,74.25992846023485"
269A092011,MAC PAHRMACY,KACH KOTHI STOP RAIWIND ROAD LAHORE,ALLAMA IQBAL TOWN,"31.450457600672983,74.2444425174032"
19482003911,M/S Al-Mahar Medicos and General Store,"7-Beadon Road, Lahore,",DATA GANJ BUKHSH TOWN,"31.563485401352914,74.32086590361793"
1032002,"M/S Fazal Din and Sons, Pvt, Ltd",53 Shahara-e-Quaid-e-Azam Lahore,DATA GANJ BUKHSH TOWN,"31.5626647,74.3171542"
15B102008,Waqar Medical Store,Jalal Park Shahdara Lahore,RAVI TOWN,"31.618571626032193,74.27199340032742"
,,,AZIZ BHATTI TOWN,"31.575017184203915,74.43405623092617"
105AABT92012,"Awan Medical Store,","Harbanspura Bazar, LHR",AZIZ BHATTI TOWN,"31.57447650327274,74.43418117225707"
92BABT102012,"Karimi Med. Store,","Sardar Market, Harbanspura, LHR",AZIZ BHATTI TOWN,"31.574139108883024,74.43325407835587"
3.3942E+12,Vet Class,First Floor 3-National Town Sanda Road Lahore.,DATA GANJ BUKHSH TOWN,"31.561030295221332,74.29341833463523"
32862005911,Shahbaz Medical Store,D-II Gulshan Ravi Khawaja Farid Chowk khawaja Farid Road Lahore,DATA GANJ BUKHSH TOWN,"31.554681768115984,74.27515633489902"
185ART92013,Mughal Medical House,Lajpat Nagar Mehmood Shaheed Road Shahdra,RAVI TOWN,"31.627503681223722,74.2845207790288"
315905911,"M/S Saleem Medical and General Store,","Tableghi Makaz Raiwind, Lahore",ALLAMA IQBAL TOWN,"31.256391896864905,74.22516285283736"
34842005911,"M/S Aslam Medical Store,",Raiwind Raod Sundar Lahore,ALLAMA IQBAL TOWN,"31.3526547327022,74.1274396262122"
13342003911,"M/S Imran Medical Store,","Raiwind Road, Sundar Adda Multan Road, Opp, Ittefaq Karyana Merchant Lahore.",ALLAMA IQBAL TOWN,"31.351993696464554,74.12804173473285"
,,,DATA GANJ BUKHSH TOWN,"31.565511906177868,74.30243294818844"
424A092012,Life Pharmacy,47/48-B Ravi Canal Centre Shakam Chowk Mohlanwal Lahore,ALLAMA IQBAL TOWN,"31.401111187215,74.16959319578446"
141AGT92010,"M/S Element Pharma,","43-Babar block, Darfen Town, Lahore.",GULBERG TOWN,"31.50812902123242,74.35773567617737"
364105911,"M/S.Irfan Medical Store,","Main Bazar,Chung,Multan Road,Lahore.",ALLAMA IQBAL TOWN,"31.43032026828362,74.1759690055304"
138BNT102012,M/S Hajvery Medicose,"Mir Colony Kahna Nau, Lahore",NISHTAR TOWN,"31.3694737,74.3662882"
33522005911,M/S Riaz and Sons Medical and General Store,", Shop No.1,38, Hazarat Ali Road Mustafa Park, Behind Awan Town, Lahore.",ALLAMA IQBAL TOWN,"31.504315456399095,74.26410059423877"
8622003911,M/S Ahmed Pharmacy and General Store,"Shop No.8, Shahzad Market Usman Bazar Ichhra Lahore.",SAMNABAD TOWN,"31.536664192019632,74.31989612487968"
3625051011,"M/S.Muller and Phipps Pakistan(Pvt)Ltd,","10-K.M.Multan Road,Lahore.",ALLAMA IQBAL TOWN,"31.49716262670639,74.26429677768914"
77A092010,KIN Pharma,10-Ilyas Colony Old Muslim Town Lahore,SAMNABAD TOWN,"31.52031905495699,74.32319278717353"
